Unnamed: 0,open,high,low,close,adjclose,volume,ticker
2018-09-30,7973.0,7973.0,7973.0,7973.0,7973.0,0,TEVA.TA
2018-10-01,7973.0,7973.0,7973.0,7973.0,7973.0,0,TEVA.TA
2018-10-02,7830.0,7900.0,7802.0,7873.0,7873.0,1372461,TEVA.TA
2018-10-03,8000.0,8113.0,7910.0,7923.0,7923.0,1000497,TEVA.TA
2018-10-04,7840.0,7984.0,7836.0,7965.0,7965.0,1813719,TEVA.TA
2018-10-07,7815.0,7859.0,7810.0,7845.0,7845.0,157003,TEVA.TA
2018-10-08,7822.0,7891.0,7792.0,7891.0,7891.0,381552,TEVA.TA
2018-10-09,7842.0,7874.0,7690.0,7825.0,7825.0,614583,TEVA.TA
2018-10-10,7750.0,7752.0,7617.0,7650.0,7650.0,795532,TEVA.TA
2018-10-11,7550.0,7677.0,7450.0,7494.0,7494.0,1144079,TEVA.TA
2018-10-14,7750.0,7785.0,7740.0,7760.0,7760.0,207353,TEVA.TA
2018-10-15,7735.0,7874.0,7650.0,7828.0,7828.0,454506,TEVA.TA
2018-10-16,7920.0,8090.0,7911.0,8038.0,8038.0,442570,TEVA.TA
2018-10-17,8080.0,8099.0,7635.0,7689.0,7689.0,957470,TEVA.TA
2018-10-18,7710.0,7971.0,7710.0,7940.0,7940.0,645182,TEVA.TA
2018-10-21,7851.0,7869.0,7810.0,7847.0,7847.0,132673,TEVA.TA
2018-10-22,7875.0,7950.0,7794.0,7794.0,7794.0,515696,TEVA.TA
2018-10-23,7657.0,7709.0,7572.0,7572.0,7572.0,526738,TEVA.TA
2018-10-24,7770.0,7916.0,7737.0,7751.0,7751.0,458731,TEVA.TA
2018-10-25,7390.0,7542.0,7350.0,7480.0,7480.0,1387558,TEVA.TA
2018-10-28,7330.0,7330.0,7293.0,7315.0,7315.0,228692,TEVA.TA
2018-10-29,7320.0,7522.0,7315.0,7450.0,7450.0,562192,TEVA.TA
2018-10-30,7450.0,7450.0,7450.0,7450.0,7450.0,0,TEVA.TA
2018-10-31,7400.0,7426.0,7285.0,7426.0,7426.0,886138,TEVA.TA
2018-11-01,7470.0,8161.0,7384.0,8161.0,8161.0,2776679,TEVA.TA
2018-11-04,8300.0,8301.0,8215.0,8240.0,8240.0,447849,TEVA.TA
2018-11-05,8260.0,8602.0,8240.0,8240.0,8240.0,1353352,TEVA.TA
2018-11-06,8405.0,8569.0,8365.0,8491.0,8491.0,707578,TEVA.TA
2018-11-07,8491.0,8615.0,8407.0,8597.0,8597.0,567571,TEVA.TA
2018-11-08,8620.0,8777.0,8566.0,8566.0,8566.0,801763,TEVA.TA
2018-11-11,8585.0,8605.0,8585.0,8596.0,8596.0,179622,TEVA.TA
2018-11-12,8620.0,8689.0,8572.0,8681.0,8681.0,604752,TEVA.TA
2018-11-13,8710.0,8844.0,8700.0,8720.0,8720.0,495376,TEVA.TA
2018-11-14,8680.0,8755.0,8580.0,8664.0,8664.0,371467,TEVA.TA
2018-11-15,8450.0,8456.0,8240.0,8240.0,8240.0,639527,TEVA.TA
2018-11-18,8250.0,8315.0,8250.0,8295.0,8295.0,101214,TEVA.TA
2018-11-19,8251.0,8290.0,8100.0,8140.0,8140.0,339124,TEVA.TA
2018-11-20,8134.0,8190.0,8040.0,8184.0,8184.0,507657,TEVA.TA
2018-11-21,8155.0,8310.0,8145.0,8291.0,8291.0,245471,TEVA.TA
2018-11-22,8285.0,8285.0,8152.0,8160.0,8160.0,286625,TEVA.TA
2018-11-25,8160.0,8206.0,8160.0,8198.0,8198.0,76713,TEVA.TA
2018-11-26,8250.0,8280.0,8160.0,8231.0,8231.0,266723,TEVA.TA
2018-11-27,8151.0,8158.0,8024.0,8060.0,8060.0,369627,TEVA.TA
2018-11-28,8140.0,8153.0,8060.0,8060.0,8060.0,579140,TEVA.TA
2018-11-29,8060.0,8154.0,8028.0,8060.0,8060.0,1475655,TEVA.TA
2018-12-02,8044.0,8065.0,8015.0,8060.0,8060.0,285226,TEVA.TA
2018-12-03,8099.0,8179.0,8070.0,8084.0,8084.0,376868,TEVA.TA
2018-12-04,8005.0,8020.0,7910.0,7937.0,7937.0,429981,TEVA.TA
2018-12-05,7750.0,7800.0,7700.0,7800.0,7800.0,784904,TEVA.TA
2018-12-06,7710.0,7710.0,7356.0,7430.0,7430.0,2084441,TEVA.TA
2018-12-09,7300.0,7319.0,7265.0,7300.0,7300.0,318390,TEVA.TA
2018-12-10,7000.0,7165.0,6800.0,6910.0,6910.0,2333425,TEVA.TA
2018-12-11,6899.0,7063.0,6860.0,6949.0,6949.0,975967,TEVA.TA
2018-12-12,7000.0,7163.0,6980.0,7163.0,7163.0,953488,TEVA.TA
2018-12-13,7150.0,7260.0,7101.0,7240.0,7240.0,707072,TEVA.TA
2018-12-16,7005.0,7020.0,6974.0,6984.0,6984.0,253938,TEVA.TA
2018-12-17,6984.0,7119.0,6730.0,6730.0,6730.0,774930,TEVA.TA
2018-12-18,6710.0,6755.0,6646.0,6646.0,6646.0,813175,TEVA.TA
2018-12-19,6460.0,6514.0,6330.0,6480.0,6480.0,1611407,TEVA.TA
2018-12-20,6150.0,6279.0,6100.0,6160.0,6160.0,1940701,TEVA.TA
2018-12-23,5730.0,5744.0,5607.0,5670.0,5670.0,1224827,TEVA.TA
2018-12-24,5700.0,5724.0,5552.0,5603.0,5603.0,1070624,TEVA.TA
2018-12-25,5501.0,5658.0,5440.0,5620.0,5620.0,617231,TEVA.TA
2018-12-26,5600.0,5811.0,5582.0,5602.0,5602.0,1474833,TEVA.TA
2018-12-27,5970.0,5979.0,5754.0,5785.0,5785.0,1628189,TEVA.TA
2018-12-30,5893.0,5911.0,5860.0,5898.0,5898.0,490622,TEVA.TA
2018-12-31,5924.0,5998.0,5865.0,5865.0,5865.0,928014,TEVA.TA
2019-01-01,5799.0,5815.0,5771.0,5793.0,5793.0,189861,TEVA.TA
2019-01-02,5750.0,5820.0,5670.0,5795.0,5795.0,687110,TEVA.TA
2019-01-03,5880.0,6250.0,5840.0,6131.0,6131.0,2892990,TEVA.TA
2019-01-06,6451.0,6463.0,6438.0,6451.0,6451.0,432755,TEVA.TA
2019-01-07,6455.0,6529.0,6386.0,6503.0,6503.0,693129,TEVA.TA
2019-01-08,6560.0,6628.0,6526.0,6526.0,6526.0,617849,TEVA.TA
2019-01-09,6540.0,6598.0,6441.0,6500.0,6500.0,777505,TEVA.TA
2019-01-10,6586.0,6600.0,6483.0,6570.0,6570.0,659128,TEVA.TA
2019-01-13,6781.0,6784.0,6701.0,6705.0,6705.0,273154,TEVA.TA
2019-01-14,6705.0,6782.0,6631.0,6730.0,6730.0,477060,TEVA.TA
2019-01-15,6774.0,6894.0,6774.0,6861.0,6861.0,511590,TEVA.TA
2019-01-16,6920.0,7062.0,6900.0,7062.0,7062.0,514414,TEVA.TA
2019-01-17,6930.0,6935.0,6857.0,6857.0,6857.0,731335,TEVA.TA
2019-01-20,6946.0,6951.0,6882.0,6885.0,6885.0,188773,TEVA.TA
2019-01-21,6850.0,6920.0,6850.0,6920.0,6920.0,192313,TEVA.TA
2019-01-22,6902.0,6923.0,6834.0,6923.0,6923.0,303191,TEVA.TA
2019-01-23,6906.0,7248.0,6906.0,7175.0,7175.0,1183850,TEVA.TA
2019-01-24,7200.0,7203.0,6980.0,7131.0,7131.0,1100438,TEVA.TA
2019-01-27,7200.0,7230.0,7174.0,7181.0,7181.0,186406,TEVA.TA
2019-01-28,7185.0,7215.0,7108.0,7205.0,7205.0,387440,TEVA.TA
2019-01-29,7235.0,7320.0,7231.0,7256.0,7256.0,531286,TEVA.TA
2019-01-30,7255.0,7345.0,7239.0,7260.0,7260.0,292923,TEVA.TA
2019-01-31,7353.0,7353.0,7239.0,7282.0,7282.0,516739,TEVA.TA
2019-02-03,7170.0,7170.0,7126.0,7143.0,7143.0,159503,TEVA.TA
2019-02-04,7125.0,7150.0,7082.0,7088.0,7088.0,296463,TEVA.TA
2019-02-05,7088.0,7260.0,7052.0,7232.0,7232.0,453602,TEVA.TA
2019-02-06,7200.0,7220.0,7150.0,7166.0,7166.0,325434,TEVA.TA
2019-02-07,6950.0,6988.0,6735.0,6735.0,6735.0,1088741,TEVA.TA
