first_day_in_week,last_day_in_week,VILR_main_symb_weekly_mean_diff,GZT.TA_weekly_mean_diff_0.38,IBI.TA_weekly_mean_diff_0.38,KRUR.TA_weekly_mean_diff_0.38,MGIC.TA_weekly_mean_diff_0.38,SPEN.TA_weekly_mean_diff_0.38,HOD.TA_weekly_mean_diff_0.39,ALRPR.TA_weekly_mean_diff_0.48_INT_OPAL.TA_weekly_mean_diff_0.43_corr_0.72,FIBIH.TA_weekly_mean_diff_0.4,MDTR.TA_weekly_mean_diff_0.4,MNRV.TA_weekly_mean_diff_0.4,MRIN.TA_weekly_mean_diff_0.4,SLGN.TA_weekly_mean_diff_0.41,MTRX.TA_weekly_mean_diff_0.42,FIBI.TA_weekly_mean_diff_0.43,ILDC.TA_weekly_mean_diff_0.43,OPAL.TA_weekly_mean_diff_0.43,RLCO.TA_weekly_mean_diff_0.44,IES.TA_weekly_mean_diff_0.45,ELCO.TA_weekly_mean_diff_0.47,ALRPR.TA_weekly_mean_diff_0.48,ALRPR.TA_weekly_mean_diff_0.48_INT_NSTR.TA_weekly_mean_diff_0.35_corr_0.7,GLPL.TA_weekly_mean_diff_0.48,MRIN.TA_weekly_mean_diff_0.4_INT_OPAL.TA_weekly_mean_diff_0.43_corr_0.74,SHOM.TA_weekly_mean_diff_0.35_INT_MRIN.TA_weekly_mean_diff_0.4_corr_0.72,OPAL.TA_weekly_mean_diff_0.43_INT_SHOM.TA_weekly_mean_diff_0.35_corr_0.77
2020-04-05,2020-04-11,330.0,82.33333333333333,66.33333333333333,232.66666666666666,119.33333333333333,58.666666666666664,34.333324432373125,-278.0451931423588,65.33333333333333,52.9666748046875,1466.6666666666667,38.333333333333336,55.666666666666664,93.0,80.33333333333333,155.0,2.266672770182273,20.0,476.6666666666667,570.0,-122.66666666666667,-24983.11111111111,21.900004069010453,86.88912285698713,444.6665106879341,26.293394910999254
2020-04-12,2020-04-18,-166.0,-35.333333333333336,14.666666666666666,-250.66666666666666,-39.0,-72.0,5.3333282470703125,76.00173950194772,-190.66666666666666,-4.9666748046875,646.6664632161459,-5.0,12.333333333333334,2.6666666666666665,-127.66666666666667,-100.33333333333333,-0.2666727701822727,-43.666666666666664,-206.66666666666666,-400.0,-285.0,22610.0,6.29998779296875,1.3333638509113634,-62.5,-3.333409627278409
2020-04-19,2020-04-25,183.33333333333331,-38.2,37.2,305.0,18.2,-6.0,21.60000228881836,60.09213256835897,94.2,-0.639990234375,458.0,17.0,-8.2,86.8,72.4,-63.6,1.6600036621093637,36.2,122.0,152.0,36.2,-2215.44,9.14000244140625,28.220062255859183,178.84012451171873,17.46325068362045
2020-04-26,2020-05-02,-128.0,10.333333333333334,43.333333333333336,141.0,6.0,64.66666666666667,-10.666666666666666,1965.5980224609375,163.33333333333334,12.699991861979166,210.0,25.400004069010418,50.333333333333336,33.0,91.33333333333333,-80.0,6.066660563151042,-33.666666666666664,260.0,60.0,324.0,61344.0,-4.400004069010417,154.0932029893415,689.1864670138392,164.60864922424986
2020-05-03,2020-05-09,44.0,-36.0,-52.0,-174.0,7.6,-11.8,0.6,-1023.2757678222655,-104.8,-4.15999755859375,-196.0,-4.04000244140625,35.6,-77.0,-31.0,17.8,5.379998779296875,-16.8,40.0,-54.0,-190.2,25677.0,-6.25999755859375,-21.735208203122017,37.2488027831912,-49.60356247559189
2020-05-10,2020-05-16,-52.0,-44.0,-9.8,-110.2,-2.8,-4.6,-21.8,1939.2627734374998,-135.8,-21.04000244140625,-648.0,-15.5800048828125,-14.8,-20.2,-136.2,-77.8,-7.7199951171875,-21.8,58.0,-268.0,-251.2,34213.439999999995,-4.0,120.27756162106989,362.70258974611755,179.72152402341365
2020-05-17,2020-05-23,85.0,2.0,-25.6,100.2,81.6,-17.8,5.2,-16.28,62.6,10.04000244140625,580.0,18.42000732421875,23.2,128.2,40.0,17.8,-0.2,18.0,160.0,148.0,81.4,195.36,6.5800048828125,-3.6840014648437505,254.19610107421877,-2.7600000000000002
2020-05-24,2020-05-30,-10.0,51.0,-43.0,-41.25,3.25,-4.5,5.5,-0.0,-17.5,-9.5,-432.5,-0.475006103515625,18.75,208.5,-14.0,-17.5,-2.25,39.0,-270.0,305.0,0.0,0.0,-13.100006103515625,1.0687637329101562,3.883169097825885,18.393722534179688
2020-05-31,2020-06-06,-95.0,-48.8,-0.8,23.0,27.0,-12.2,15.8,-7.3599609375,-49.8,-2.64000244140625,-184.0,9.4,-1.0,-36.8,-52.8,11.2,0.45999755859375,-22.8,-102.0,-168.0,-16.0,2268.8,0.3800048828125,4.3239770507812505,10.5279541015625,0.5151950195431709
2020-06-07,2020-06-13,0.0,-43.75,13.75,-37.5,47.0,28.75,-18.75,240.15569686889648,-4.5,-8.25,10.0,20.925003051757812,-41.0,59.5,25.0,11.0,1.3249969482421875,18.25,-85.0,250.0,181.25,-18487.5,-1.975006103515625,27.72556518553756,-241.1605324554257,-15.270581741351634
2020-06-14,2020-06-20,-142.0,-16.4,-14.2,9.6,23.6,-0.4,-5.8,-569.66373046875,-10.8,10.75999755859375,-62.0,11.2,-6.902001953125,50.0,3.2,-26.0,-5.15999755859375,-12.2,-144.0,152.0,110.4,-3841.92,0.5199951171875,-57.79197265624999,-8.064082031249999,3.7152360351383686
2020-06-21,2020-06-27,114.00006103515587,-24.2,-0.8,-11.6,-33.2,-20.4,4.2,385.0881335449213,-81.8,4.0800048828125,-38.0,-8.4,1.9820068359375,-103.0,-33.6,-13.2,-3.5200012207031195,-9.4,-220.0,-388.0,-109.4,2144.2400000000002,4.660009765625,29.568010253906206,46.7039794921875,19.571198193356363
2020-06-28,2020-07-04,-88.00006103515587,-8.400015258789063,-20.4,115.00003051757812,8.600033569335938,-16.60001373291025,-10.600009155273437,288.6397381591669,76.80001831054688,5.9599967956542965,49.9998779296875,-3.6,8.919997406005859,-2.6,88.19998779296876,-57.999989318847746,-4.100000190734863,3.4000152587890624,35.99993896484375,-5.999969482421875,-70.39993286132812,5012.476293944288,-6.660006713867165,14.760000686645508,-41.400004119873046,-47.150006885528775
2020-07-05,2020-07-11,152.0,-11.599984741210937,22.8,110.99996948242188,-16.800033569335938,7.600013732910247,-7.399990844726562,34.44407530965878,-141.80001831054688,-20.740001678466797,-159.9998779296875,-3.75999755859375,-15.800002288818359,20.0,-93.79998779296875,-42.40001068115225,-1.5799985885620174,1.7999847412109375,-349.99993896484375,-158.00003051757812,-21.800067138671874,933.0425408925302,-1.4799957275390851,5.940790835574757,50.53438067015726,21.23518669585683
2020-07-12,2020-07-18,-98.0,-4.8,27.6,-16.0,-2.2,12.4,-0.8,3.7759960937500185,38.6,-3.04000244140625,502.0,-6.24000244140625,-4.8,42.0,-9.8,27.6,1.1799987792968807,6.6,60.0,224.0,3.2,53.760000000000005,0.27999267578125,-7.36319526366893,-8.236848925799132,1.5576070312410668
2020-07-19,2020-07-25,30.0,-22.8,-3.4,-6.0,10.2,60.4,-2.4,-5.096001586914048,-65.6,-0.85999755859375,-154.0,14.6,16.799991607666016,58.0,-42.2,-28.6,1.9600006103515568,1.0,-16.0,-18.0,-2.6,113.36000000000001,-0.25999755859375,28.616008911132727,126.143857421875,16.93438613280649
